,plot_id,Station_id,Treatment_2,sp_id,Elevation,log_init_height,log_RGR_plus_1,pc_1,pc_2,pc_3,log_ConNeigh,log_HetNeigh,Treatment_factor
1,1,1,0,2,300,1.197221621,0.097108735,1.450457953,-0.617955333,-0.445544373,-0.761289746,0.827735226,Control
2,1,1,0,19,300,0.903322775,-0.72150558,-0.373085402,0.212216891,1.33328179,2.028009511,-0.390374987,Control
3,1,1,0,19,300,1.705255749,-0.585121905,-1.67779603,0.397387433,0.599035144,2.028009511,-0.390374987,Control
4,1,1,0,19,300,0.926756288,-0.536186345,-0.651830289,-0.048253658,0.599536272,2.028009511,-0.390374987,Control
5,1,1,0,19,300,1.39752554,-0.576359889,-0.242491457,0.439620622,1.001166697,2.028009511,-0.390374987,Control
6,1,1,0,19,300,1.146178983,-0.251609692,0.306710227,0.179178079,0.866921437,2.028009511,-0.390374987,Control
7,1,1,0,19,300,0.069704724,-0.459288281,-0.445868828,-0.593199509,0.67551135,2.028009511,-0.390374987,Control
8,1,1,0,19,300,0.806524913,-0.297720072,0.46648514,0.033798508,0.768754181,2.028009511,-0.390374987,Control
9,1,1,0,19,300,0.177211841,0.034245322,-0.184497406,-0.519407297,0.618380115,2.028009511,-0.390374987,Control
10,1,1,0,19,300,0.972757137,-0.599871988,0.07119176,0.142048738,0.939124748,2.028009511,-0.390374987,Control
11,1,1,0,19,300,0.677995352,-0.560576661,1.091016034,12.06855209,-6.356739314,2.028009511,-0.390374987,Control
12,1,1,0,19,300,0.843416014,-0.60657829,-0.76549103,-1.936607562,0.356661365,2.028009511,-0.390374987,Control
13,1,1,0,19,300,1.553583783,-0.641956635,-0.018399554,-0.414277184,0.215480714,2.028009511,-0.390374987,Control
14,1,1,0,19,300,1.477188306,-0.86041275,0.85151085,-0.418812175,0.404248393,2.028009511,-0.390374987,Control
15,1,1,0,19,300,1.276087989,-0.524080568,0.461506725,1.144061521,0.955640994,2.028009511,-0.390374987,Control
16,1,1,0,19,300,0.069704724,-0.501689533,-0.100577646,-2.022451732,0.156331784,2.028009511,-0.390374987,Control
17,1,1,0,19,300,-0.084026969,-0.411664325,0.364544477,-2.526349866,-0.958791552,2.028009511,-0.390374987,Control
18,1,1,0,19,300,0.743368366,-0.568201215,0.428256774,1.427418598,-0.628207881,2.028009511,-0.390374987,Control
19,1,1,0,19,300,-0.318534279,1.021789697,0.508790423,0.105689328,-1.437155846,2.028009511,-0.390374987,Control
20,1,1,0,19,300,-0.751354748,-0.163290891,-0.781968254,-1.582273512,-1.914800588,2.028009511,-0.390374987,Control
21,1,1,0,23,300,0.511053303,-0.760090817,0.166305074,-1.451768349,-0.394200247,-0.761289746,0.827735226,Control
22,1,1,0,33,300,0.818903296,-0.867351569,-0.846779331,1.058631426,-0.200522159,-0.761289746,0.827735226,Control
23,1,1,0,34,300,0.539936667,-0.21874924,-0.907895766,0.034296358,-0.73183618,-0.606328677,0.760062437,Control
24,1,1,0,34,300,1.758162258,-0.4104455,-0.159848852,1.392521716,0.707541913,-0.606328677,0.760062437,Control
25,1,1,0,36,300,1.304822847,-0.264499029,0.329939359,-1.326181705,0.346086173,-0.606328677,0.760062437,Control
26,1,1,0,36,300,0.610244624,-0.14981133,0.607538167,-2.622725444,1.719735891,-0.606328677,0.760062437,Control
27,1,1,0,43,300,0.311535932,1.916764174,2.612687859,0.6677749,1.449183009,-0.761289746,0.827735226,Control
28,1,1,0,51,300,-0.251595112,1.18728776,3.972977256,-0.052817471,1.099052063,-0.606328677,0.760062437,Control
29,1,1,0,51,300,0.142060993,-0.389462227,-1.630313271,2.209740983,-1.124075017,-0.606328677,0.760062437,Control
30,1,1,0,54,300,1.787733351,-0.776798061,2.119605581,-2.551068023,0.405508513,-0.451367607,0.692389647,Control
31,1,1,0,54,300,0.995338501,-1.056147193,0.181074321,-0.101828358,0.654554118,-0.451367607,0.692389647,Control
32,1,1,0,54,300,1.570143356,-0.710753896,-0.66142093,-1.144065639,0.446584581,-0.451367607,0.692389647,Control
33,1,1,0,57,300,1.65867983,-0.490959863,0.480346699,-0.12058415,0.204583317,-0.761289746,0.827735226,Control
34,1,1,0,60,300,0.051167858,-0.129240728,0.427477246,2.275728636,-0.578750746,-0.606328677,0.760062437,Control
35,1,1,0,60,300,0.691254766,-0.9084346,0.488703437,-0.525208396,-0.707842082,-0.606328677,0.760062437,Control
36,2,2,0,1,300,-0.145112432,-0.784886992,-0.845696459,-0.562102112,-0.281779059,-0.761289746,1.572135912,Control
37,2,2,0,6,300,-1.436403847,1.553933758,-0.22499165,-0.897211138,-0.073872864,-0.606328677,1.504463122,Control
38,2,2,0,6,300,-0.839384024,1.222848187,0.290372174,-0.900713371,1.062037833,-0.606328677,1.504463122,Control
39,2,2,0,7,300,-0.586870943,-1.009853653,-0.893369142,-3.293626222,-0.293927714,-0.761289746,1.572135912,Control
40,2,2,0,8,300,-0.460091443,-1.090428822,0.574845887,0.476464688,-0.223633943,-0.761289746,1.572135912,Control
41,2,2,0,10,300,1.528465114,-0.9373902,0.788706683,0.650624926,0.129321809,-0.761289746,1.572135912,Control
42,2,2,0,17,300,0.106234125,-0.457116924,-1.516232086,-0.411778856,-0.347501491,-0.761289746,1.572135912,Control
43,2,2,0,19,300,-0.06410229,-0.66450869,-0.406439308,-0.603942282,-0.156390684,-0.141445467,1.301444754,Control
44,2,2,0,19,300,1.146178983,-0.656432497,-0.199833393,-0.586106076,-0.1243599,-0.141445467,1.301444754,Control
45,2,2,0,19,300,0.961362974,-1.010214507,0.424699301,0.873457435,0.612341991,-0.141445467,1.301444754,Control
46,2,2,0,19,300,-0.900469488,-0.701669635,-0.708346702,0.218817319,1.106458942,-0.141445467,1.301444754,Control
47,2,2,0,19,300,-0.044388458,-0.748552409,0.202869525,-0.058929185,-0.10279638,-0.141445467,1.301444754,Control
48,2,2,0,27,300,1.758162258,-0.832337412,3.564544207,0.01755586,-0.944716463,-0.761289746,1.572135912,Control
49,2,2,0,34,300,-0.229806094,-0.187518263,0.503390024,0.706505432,-0.499078396,-0.761289746,1.572135912,Control
50,2,2,0,47,300,-0.084026969,-0.968503399,1.135303282,-1.534579647,-2.134091581,2.028009511,0.354025699,Control
51,2,2,0,47,300,-0.900469488,-0.727221421,0.321509509,0.204989714,-0.042779164,2.028009511,0.354025699,Control
52,2,2,0,47,300,0.013531432,-0.758047641,0.733857481,-0.593977375,-2.30651479,2.028009511,0.354025699,Control
53,2,2,0,47,300,-1.028999048,-0.677624695,0.269458229,-1.588125825,-1.784597752,2.028009511,0.354025699,Control
54,2,2,0,47,300,-0.364535128,-0.711176444,-0.76619843,-1.441880058,-1.30892842,2.028009511,0.354025699,Control
55,2,2,0,47,300,-0.145112432,-0.594045082,0.305172135,-0.557904141,-1.521928305,2.028009511,0.354025699,Control
56,2,2,0,47,300,-0.084026969,-0.812037216,-0.845484205,-0.501401878,-0.171367919,2.028009511,0.354025699,Control
57,2,2,0,47,300,0.228724978,-0.791546621,0.850598653,-0.988668799,-1.488720529,2.028009511,0.354025699,Control
