,plot_id,Station_id,Treatment_2,sp_id,Elevation,log_init_height,log_RGR_plus_1,pc_1,pc_2,pc_3,log_ConNeigh,log_HetNeigh,Treatment_factor
58,2,2,0,47,300,-0.411700678,-0.508760717,0.811872524,-1.355073385,-2.44190854,2.028009511,0.354025699,Control
59,2,2,0,47,300,0.228724978,-0.869614972,0.249452366,-2.679583434,-1.654257767,2.028009511,0.354025699,Control
60,2,2,0,47,300,-0.124527253,-0.652550507,1.955538544,1.068129363,-2.891346373,2.028009511,0.354025699,Control
61,2,2,0,47,300,0.051167858,-0.650017608,0.098510772,-0.838257225,-1.909814645,2.028009511,0.354025699,Control
62,2,2,0,47,300,0.466870843,-0.778699287,0.34546147,-1.264382756,-2.027092693,2.028009511,0.354025699,Control
63,2,2,0,47,300,0.327665381,-0.439872333,1.463233379,2.151139352,-1.803058734,2.028009511,0.354025699,Control
64,2,2,0,47,300,0.262292367,-0.66450869,0.287928746,1.422778407,-1.353879678,2.028009511,0.354025699,Control
65,2,2,0,47,300,-0.104167054,-0.83698689,-0.666295519,-0.571090675,-1.08887572,2.028009511,0.354025699,Control
66,2,2,0,47,300,-0.560815417,-0.692444457,-1.961424997,-0.736326102,1.288204764,2.028009511,0.354025699,Control
67,2,2,0,47,300,-1.062566438,-0.266723535,-0.306338611,0.043551826,-0.717129509,2.028009511,0.354025699,Control
68,2,2,0,47,300,0.327665381,0.175256013,0.236376996,1.114378826,-1.51577242,2.028009511,0.354025699,Control
69,2,2,0,48,300,-1.203232457,-0.901689531,-0.245956232,-0.761383899,-0.430882017,-0.761289746,1.572135912,Control
70,2,2,0,51,300,-1.062566438,0.180722211,0.753990358,1.476440294,-1.002056451,-0.451367607,1.436790333,Control
71,2,2,0,51,300,-1.203232457,0.8873092,-0.125060077,2.221293534,-0.861186644,-0.451367607,1.436790333,Control
72,2,2,0,51,300,-0.963626035,0.183380657,-0.145860928,1.651346295,-0.468223634,-0.451367607,1.436790333,Control
73,2,2,0,54,300,1.626969452,-0.477766087,1.934831999,0.575785789,-0.006377991,-0.761289746,1.572135912,Control
74,2,2,0,57,300,1.720525833,-0.844917137,3.953344987,-0.549444491,-0.125343134,0.168476673,1.166099174,Control
75,2,2,0,57,300,1.873730452,-0.700816239,1.703964141,-0.375270464,0.266852138,0.168476673,1.166099174,Control
76,2,2,0,57,300,1.802344718,-0.844944918,1.216399113,-0.909788805,-0.546270233,0.168476673,1.166099174,Control
77,2,2,0,57,300,1.511529181,-0.782763692,0.971733791,-1.593874087,-0.31998618,0.168476673,1.166099174,Control
78,2,2,0,57,300,1.388460122,-0.590730473,1.047817521,-2.038883121,-3.866157421,0.168476673,1.166099174,Control
79,2,2,0,57,300,0.984082033,-0.278294913,1.222734671,-1.290421988,-0.247555155,0.168476673,1.166099174,Control
80,2,2,0,57,300,1.697573513,-1.350598094,1.43602882,-1.806486423,0.58044335,0.168476673,1.166099174,Control
81,2,2,0,60,300,-0.124527253,-0.824875923,0.49303167,-0.653711987,-0.019860558,-0.761289746,1.572135912,Control
82,3,3,0,6,300,-0.751354748,1.688013849,1.653849287,-0.476269983,1.608942996,-0.606328677,0.083334541,Control
83,3,3,0,6,300,-0.869676394,-0.148419516,-1.619300246,-4.553628138,0.13859438,-0.606328677,0.083334541,Control
84,3,3,0,10,300,0.743368366,-1.100271021,0.939999064,-1.860258567,-0.510089962,-0.761289746,0.15100733,Control
85,3,3,0,19,300,-0.50977278,-0.725474576,-0.705167385,-1.511769501,0.77288881,0.168476673,-0.255029407,Control
86,3,3,0,19,300,-0.364535128,-0.458920102,-0.603426076,-0.603507752,0.453974016,0.168476673,-0.255029407,Control
87,3,3,0,19,300,0.949898694,-0.890556803,-0.271610377,-0.642477518,-0.375566773,0.168476673,-0.255029407,Control
88,3,3,0,19,300,0.069704724,-0.894537675,-0.680878226,-1.068310532,-0.236846358,0.168476673,-0.255029407,Control
89,3,3,0,19,300,0.867610377,-0.556544115,0.116624781,0.353642398,0.031486364,0.168476673,-0.255029407,Control
90,3,3,0,19,300,-0.084026969,-0.730617988,-0.017016837,-2.543074834,-1.338821221,0.168476673,-0.255029407,Control
91,3,3,0,19,300,-1.395458469,-0.672693024,0.926686152,-3.241202002,-0.906248761,0.168476673,-0.255029407,Control
92,3,3,0,22,300,-0.869676394,0.506622698,-0.997123622,-0.509716172,-1.30116132,-0.761289746,0.15100733,Control
93,3,3,0,23,300,1.246902958,-0.641721898,-0.776128153,-0.866474176,-0.272162214,-0.761289746,0.15100733,Control
94,3,3,0,34,300,1.36099614,-0.374609245,1.03126183,1.25267905,-1.051472174,-0.296406537,-0.052011039,Control
95,3,3,0,34,300,0.466870843,-0.357483559,0.263588094,-0.217664241,-1.273150209,-0.296406537,-0.052011039,Control
96,3,3,0,34,300,0.142060993,-0.034027674,-0.052565699,1.880204157,-0.043552821,-0.296406537,-0.052011039,Control
97,3,3,0,34,300,-1.131572094,0.049434542,-0.242973101,-1.232185181,-0.122720488,-0.296406537,-0.052011039,Control
98,3,3,0,38,300,-1.028999048,1.943210007,-1.127002999,1.011464269,-0.806738039,-0.761289746,0.15100733,Control
99,3,3,0,43,300,-1.028999048,1.263348436,-1.973368324,0.941381649,1.063539554,-0.606328677,0.083334541,Control
100,3,3,0,43,300,-0.869676394,-0.385304578,-3.333377058,-0.055207388,-0.946035661,-0.606328677,0.083334541,Control
101,3,3,0,47,300,-0.044388458,-1.035547245,-0.838441957,-0.48941943,0.424731426,-0.606328677,0.083334541,Control
102,3,3,0,47,300,-0.484766502,-0.678945703,0.692661969,-0.56404512,-1.181865991,-0.606328677,0.083334541,Control
103,3,3,0,57,300,1.166764162,-0.778986438,0.404384232,-0.726587418,0.177104533,-0.296406537,-0.052011039,Control
104,3,3,0,57,300,1.602827347,-0.174934421,3.43593922,-0.522716898,-0.942461448,-0.296406537,-0.052011039,Control
105,3,3,0,57,300,1.468503257,-0.365772425,1.925003737,-1.058151517,-1.041311731,-0.296406537,-0.052011039,Control
106,3,3,0,57,300,1.072285002,-0.856615703,0.240725691,1.431847076,0.560384594,-0.296406537,-0.052011039,Control
107,4,4,0,2,300,-1.203232457,-1.011692881,-4.921616231,-1.209582815,1.551139346,-0.761289746,0.895408016,Control
108,4,4,0,3,300,-0.751354748,0.631660435,-1.374550938,1.579600061,-1.358006755,-0.761289746,0.895408016,Control
109,4,4,0,11,300,0.343656378,-0.875106753,1.9562686,-3.308184974,0.102084216,0.633359882,0.286352909,Control
110,4,4,0,11,300,-0.186978008,-0.435536609,0.143978589,-1.722457119,-1.762912375,0.633359882,0.286352909,Control
111,4,4,0,11,300,1.166764162,-0.672559971,0.823806663,-0.934765105,0.223348447,0.633359882,0.286352909,Control
112,4,4,0,11,300,0.088058959,0.29381679,2.16127891,-1.372701736,-2.090763475,0.633359882,0.286352909,Control
113,4,4,0,11,300,1.735671767,-0.723822431,1.728769838,-0.561239889,-1.276329891,0.633359882,0.286352909,Control
114,4,4,0,11,300,2.008785203,-0.695600088,1.896676995,-0.561013524,-1.737847384,0.633359882,0.286352909,Control
115,4,4,0,11,300,1.424460077,-1.02259399,1.820062352,-0.972506242,-1.3403463,0.633359882,0.286352909,Control
116,4,4,0,11,300,1.050622668,-0.411161517,0.894620528,-1.510719075,-1.223379307,0.633359882,0.286352909,Control
117,4,4,0,11,300,1.928932705,-0.691498547,1.035651468,-1.567729182,0.259330959,0.633359882,0.286352909,Control
118,4,4,0,11,300,0.995338501,-0.887665555,1.414155771,-2.354091919,-1.218688265,0.633359882,0.286352909,Control
119,4,4,0,14,300,1.586557028,-0.167657367,3.375006918,-0.409559945,-1.188175621,-0.761289746,0.895408016,Control
120,4,4,0,19,300,0.142060993,-0.455032719,-0.566936928,0.483699126,1.553266185,0.323437742,0.421698489,Control
121,4,4,0,19,300,1.135800462,-0.930906155,0.263292575,0.098202386,0.201271492,0.323437742,0.421698489,Control
122,4,4,0,19,300,0.406282097,-0.608776884,-0.544932691,-0.923179721,0.440834929,0.323437742,0.421698489,Control
123,4,4,0,19,300,0.806524913,-0.532444958,0.775809539,-1.316361804,-0.040427684,0.323437742,0.421698489,Control
124,4,4,0,19,300,0.069704724,-0.143988945,-0.860612136,2.432260404,2.348202759,0.323437742,0.421698489,Control
125,4,4,0,19,300,0.691254766,-0.432123713,0.943997844,-0.443551898,-0.556175837,0.323437742,0.421698489,Control
126,4,4,0,19,300,-0.251595112,-0.159528533,-0.025212941,0.410206398,0.310597852,0.323437742,0.421698489,Control
127,4,4,0,19,300,1.536875691,-0.942433415,0.979016063,-1.532277137,0.908104367,0.323437742,0.421698489,Control
128,4,4,0,23,300,1.197221621,-0.030652366,1.671353517,-3.026635409,-0.945164312,-0.606328677,0.827735226,Control
129,4,4,0,23,300,-0.165927618,-0.547746767,0.550811754,-0.069506908,-1.599124036,-0.606328677,0.827735226,Control
130,4,4,0,33,300,0.568379048,-0.097611661,-0.260976059,2.348888413,-0.479195975,-0.761289746,0.895408016,Control
131,4,4,0,34,300,0.311535932,-0.281436097,-1.906561802,1.017763062,1.157824268,-0.451367607,0.760062437,Control
132,4,4,0,34,300,0.610244624,-0.291743952,-0.554902828,0.409308853,0.344960052,-0.451367607,0.760062437,Control
133,4,4,0,34,300,0.088058959,-0.637988767,-2.281347624,3.468159034,0.422286696,-0.451367607,0.760062437,Control
134,4,4,0,43,300,-0.809576353,-1.073060238,-5.402340864,-1.168270583,1.17445705,-0.606328677,0.827735226,Control
135,4,4,0,43,300,0.194541638,-0.610789048,-4.321235067,0.390426876,0.98355221,-0.606328677,0.827735226,Control
136,4,4,0,47,300,-0.229806094,-0.671367367,-0.014751858,-1.677677567,-1.739843004,-0.451367607,0.760062437,Control
137,4,4,0,47,300,-0.165927618,-0.696730278,-0.778887559,-2.317187532,-0.956457755,-0.451367607,0.760062437,Control
138,4,4,0,47,300,0.245584276,-0.332291459,0.067386054,-1.561761792,-0.466557098,-0.451367607,0.760062437,Control
139,4,4,0,48,300,-0.484766502,-0.07536994,0.419736099,2.274519488,-1.044265351,-0.606328677,0.827735226,Control
140,4,4,0,48,300,-0.145112432,-0.689130788,-0.537182096,0.130151457,-0.707511634,-0.606328677,0.827735226,Control
141,4,4,0,51,300,-0.839384024,1.601651774,4.433254478,0.09921502,-1.153013001,-0.606328677,0.827735226,Control
142,4,4,0,51,300,-0.06410229,0.984813043,2.165772945,1.031517897,1.817885599,-0.606328677,0.827735226,Control
143,5,5,0,19,300,-0.751354748,0.700430716,-1.593740859,-1.956692697,-1.582445009,-0.761289746,-0.931757304,Control
144,5,5,0,33,300,-0.00557581,-0.954643703,-1.376333714,-0.57858669,-0.312338409,-0.761289746,-0.931757304,Control
145,5,5,0,47,300,-0.208268979,-0.720551378,0.717035641,0.719383448,-1.508322279,-0.296406537,-1.134775672,Control
146,5,5,0,47,300,0.142060993,-0.661039578,1.067798707,-1.628646601,-0.772237724,-0.296406537,-1.134775672,Control
147,5,5,0,47,300,0.843416014,-0.756821028,1.389631971,1.414237483,-1.877761879,-0.296406537,-1.134775672,Control
148,5,5,0,47,300,-1.564933408,-0.256217251,-0.287699021,-0.263380145,0.274781549,-0.296406537,-1.134775672,Control
149,5,5,0,51,300,-1.395458469,-0.105186043,-2.040290597,3.835885502,-0.512022092,-0.761289746,-0.931757304,Control
150,5,5,0,57,300,1.323736103,-1.192832938,2.385583974,2.088420328,0.468807354,-0.606328677,-0.999430093,Control
151,5,5,0,57,300,1.146178983,-0.656432497,0.797014932,1.059306632,0.150876432,-0.606328677,-0.999430093,Control
152,6,6,0,8,300,-1.240123558,-0.423000732,-2.659542021,0.836604001,-0.211403548,-0.606328677,1.97817265,Control
153,6,6,0,8,300,-0.00557581,-0.774539692,-1.856308844,0.642326353,0.407339401,-0.606328677,1.97817265,Control
154,6,6,0,10,300,1.975928271,-0.711006503,-1.24506313,0.039663835,1.726923249,-0.761289746,2.045845439,Control
155,6,6,0,11,300,2.275373448,-0.559579632,3.025864055,-1.730558153,-0.973595977,-0.761289746,2.045845439,Control
156,6,6,0,17,300,0.949898694,-0.457544047,-0.54105685,1.49954571,1.053647624,-0.761289746,2.045845439,Control
157,6,6,0,19,300,0.245584276,-0.54381328,-0.070535985,2.005036849,-0.874071298,-0.141445467,1.775154281,Control
158,6,6,0,19,300,0.677995352,-0.546566936,1.260901845,0.551589087,-1.395184186,-0.141445467,1.775154281,Control
159,6,6,0,19,300,-0.484766502,0.069183001,0.711719781,-1.326511509,0.413251582,-0.141445467,1.775154281,Control
160,6,6,0,19,300,0.406282097,-0.327018852,-0.303984152,0.133555894,0.637099255,-0.141445467,1.775154281,Control
161,6,6,0,19,300,0.717493787,-1.040623272,-0.519903475,-2.299733754,0.041425258,-0.141445467,1.775154281,Control
162,6,6,0,23,300,0.867610377,-0.858424445,0.437229496,-0.198677089,-2.378862135,-0.451367607,1.91049986,Control
163,6,6,0,23,300,1.528465114,-0.696374222,-0.119716885,0.140296596,-0.243237527,-0.451367607,1.91049986,Control
164,6,6,0,23,300,0.311535932,-1.067687624,-0.842126409,-0.545287994,-1.013492777,-0.451367607,1.91049986,Control
165,6,6,0,25,300,0.743368366,0.196675159,-0.716617824,-0.217488799,1.319264648,-0.761289746,2.045845439,Control
166,6,6,0,27,300,0.051167858,-0.865567101,-1.230359601,1.280820571,-0.227101253,-0.296406537,1.84282707,Control
167,6,6,0,27,300,0.466870843,-0.679210081,-0.522457102,0.428671505,-1.042135577,-0.296406537,1.84282707,Control
168,6,6,0,27,300,0.421615021,-0.904205761,-0.933967673,0.400909066,-1.836730819,-0.296406537,1.84282707,Control
169,6,6,0,27,300,0.069704724,-0.807678906,-1.172870275,0.597222382,-1.733621115,-0.296406537,1.84282707,Control
170,6,6,0,28,300,0.228724978,-0.594045082,1.124340027,-4.879176884,1.822528598,-0.761289746,2.045845439,Control
171,6,6,0,32,300,2.894118763,-0.169128766,1.043250312,2.424874,1.335920425,-0.761289746,2.045845439,Control
172,6,6,0,33,300,0.466870843,-0.63857231,0.306109663,2.023044865,0.344444213,-0.141445467,1.775154281,Control
173,6,6,0,33,300,0.926756288,-0.849036325,-0.170088936,-0.893073901,-0.01355858,-0.141445467,1.775154281,Control
174,6,6,0,33,300,0.539936667,-0.835253856,-0.871693468,0.927600602,0.257530919,-0.141445467,1.775154281,Control
175,6,6,0,33,300,0.142060993,-0.762958163,-0.716705386,-0.802066108,-1.017867934,-0.141445467,1.775154281,Control
176,6,6,0,33,300,0.554212137,-0.817521898,0.379234886,1.630440511,-0.734158225,-0.141445467,1.775154281,Control
177,6,6,0,34,300,0.984082033,-1.102136781,0.253716403,0.214462039,-0.045636694,0.633359882,1.436790333,Control
178,6,6,0,34,300,0.743368366,-0.37936053,-0.166040039,0.82682399,-0.897556822,0.633359882,1.436790333,Control
179,6,6,0,34,300,-0.364535128,-0.528186088,-2.225220833,-1.018218946,0.072682318,0.633359882,1.436790333,Control
180,6,6,0,34,300,1.433352408,-0.947003836,1.358040278,-0.098798786,0.243898521,0.633359882,1.436790333,Control
181,6,6,0,34,300,1.156500006,-0.38930821,-0.734915669,0.074545964,0.457215836,0.633359882,1.436790333,Control
182,6,6,0,34,300,0.831199972,-0.669321175,-1.066001573,-0.224584743,0.329124983,0.633359882,1.436790333,Control
183,6,6,0,34,300,0.568379048,-1.115764215,-0.569430728,-0.390463231,-0.146981387,0.633359882,1.436790333,Control
184,6,6,0,34,300,0.390821928,-0.652418426,-1.226969498,-0.324698483,0.092802427,0.633359882,1.436790333,Control
185,6,6,0,34,300,0.691254766,-0.811844244,-0.628374413,-0.255686301,0.433439462,0.633359882,1.436790333,Control
186,6,6,0,34,300,0.554212137,-0.088285611,0.988120738,-0.150966305,-1.023278063,0.633359882,1.436790333,Control
187,6,6,0,43,300,-0.780238113,1.341008536,-1.486195586,0.2347352,1.108839009,-0.761289746,2.045845439,Control
188,6,6,0,47,300,1.477188306,-0.480419686,1.747098288,1.583018111,0.35084394,0.168476673,1.639808702,Control
189,6,6,0,47,300,1.969286768,-0.715278173,1.554725283,2.043306872,-1.378264701,0.168476673,1.639808702,Control
190,6,6,0,47,300,0.390821928,-0.950444977,0.217241285,-0.54878649,-1.932407235,0.168476673,1.639808702,Control
191,6,6,0,47,300,0.124233682,-0.799382229,1.768479106,-1.764543002,-2.339992667,0.168476673,1.639808702,Control
192,6,6,0,47,300,0.949898694,-0.541655182,1.1043111,0.866151585,-1.786048939,0.168476673,1.639808702,Control
193,6,6,0,47,300,0.949898694,-0.724828361,1.005801392,1.988672838,-2.112046819,0.168476673,1.639808702,Control
194,6,6,0,47,300,-0.124527253,-1.100931106,-0.773265454,1.054864934,-1.086590054,0.168476673,1.639808702,Control
195,6,6,0,53,300,2.041072661,0.693950895,3.753501682,2.335788166,0.238941991,-0.761289746,2.045845439,Control
196,6,6,0,57,300,2.218047703,-0.378591461,3.294305435,1.119641723,0.337078636,0.323437742,1.572135912,Control
197,6,6,0,57,300,2.170882153,-1.0024626,0.804411602,-0.716583627,0.996048264,0.323437742,1.572135912,Control
198,6,6,0,57,300,1.852600475,-0.538173465,3.553125974,-0.875666009,1.535619818,0.323437742,1.572135912,Control
199,6,6,0,57,300,1.720525833,-0.82729253,1.486449521,0.858639044,0.917463358,0.323437742,1.572135912,Control
200,6,6,0,57,300,2.097816329,-0.323337283,3.528858154,0.335131023,0.776481594,0.323437742,1.572135912,Control
201,6,6,0,57,300,2.122491388,-0.760090817,2.336203618,-0.240576907,2.032204911,0.323437742,1.572135912,Control
202,6,6,0,57,300,1.545248468,-0.288210176,1.220103237,-0.340221461,0.523488813,0.323437742,1.572135912,Control
203,6,6,0,57,300,2.034659781,-0.677497801,2.056066288,-1.555357414,2.594153177,0.323437742,1.572135912,Control
204,6,6,0,62,300,0.677995352,-0.809966055,-0.213072608,0.505995509,0.284994993,-0.761289746,2.045845439,Control
205,7,7,0,1,300,0.867610377,-0.662612022,-2.225897404,1.512130511,0.463747023,-0.761289746,1.436790333,Control
206,7,7,0,4,300,1.880720853,-0.2029403,2.529283444,0.668372026,0.841314734,0.013515603,1.098426385,Control
207,7,7,0,4,300,2.308940838,-0.334272514,2.450541718,1.776711603,1.235714328,0.013515603,1.098426385,Control
208,7,7,0,4,300,1.093698338,-0.466383758,1.169766449,2.171308748,-0.456199729,0.013515603,1.098426385,Control
209,7,7,0,4,300,2.416655213,-0.268290867,2.449562224,2.242425243,1.230476712,0.013515603,1.098426385,Control
210,7,7,0,4,300,1.246902958,-1.063492209,1.599973612,0.22360202,-0.641129049,0.013515603,1.098426385,Control
211,7,7,0,4,300,-0.751354748,0.304242267,2.599993863,0.994215416,1.088486808,0.013515603,1.098426385,Control
212,7,7,0,11,300,-0.06410229,-0.87968733,0.124643078,-1.984615134,-1.305054929,-0.761289746,1.436790333,Control
213,7,7,0,15,300,-0.751354748,-0.310009668,-2.863393188,1.254117209,-0.209883703,-0.761289746,1.436790333,Control
214,7,7,0,19,300,1.039696304,-0.643269404,0.937927221,0.449676276,2.524997347,-0.606328677,1.369117543,Control
215,7,7,0,19,300,1.342459273,-0.756090031,0.225575144,0.40164584,-0.006544548,-0.606328677,1.369117543,Control
216,7,7,0,23,300,-0.06410229,-0.454972676,-0.959685474,-0.620085304,-0.283960262,-0.761289746,1.436790333,Control
217,7,7,0,27,300,-0.251595112,-0.955662248,0.050924108,-0.215457489,-2.194646642,0.168476673,1.030753595,Control
218,7,7,0,27,300,0.032444688,-0.845563781,0.094498501,-0.528295761,-2.329772491,0.168476673,1.030753595,Control
219,7,7,0,27,300,0.013531432,-0.816861497,-0.322204105,-0.003967971,-1.262648452,0.168476673,1.030753595,Control
220,7,7,0,27,300,0.228724978,-0.740242153,0.217271513,0.754832167,-1.813614092,0.168476673,1.030753595,Control
221,7,7,0,27,300,0.677995352,-0.9447161,-0.552712764,0.731609552,-0.87045629,0.168476673,1.030753595,Control
222,7,7,0,27,300,0.051167858,0.097692863,-1.11418628,0.60213909,-1.198700776,0.168476673,1.030753595,Control
223,7,7,0,27,300,0.806524913,-1.078708834,-0.518767781,0.001162018,-0.332389403,0.168476673,1.030753595,Control
224,7,7,0,33,300,2.206367792,0.063971352,3.536620155,0.127917293,-0.83950293,-0.606328677,1.369117543,Control
225,7,7,0,33,300,1.256682191,-0.320144886,3.265500277,-1.103098567,-1.344597586,-0.606328677,1.369117543,Control
226,7,7,0,34,300,1.256682191,-0.190854928,2.462543422,0.691938646,-0.749687662,-0.606328677,1.369117543,Control
227,7,7,0,34,300,1.388460122,-0.648614889,-1.037760857,2.526946055,0.806816845,-0.606328677,1.369117543,Control
228,7,7,0,38,300,-1.436403847,-0.779338374,-2.283021786,-0.591301298,-0.86847843,-0.761289746,1.436790333,Control
