,mean,sd,2.50%,97.50%,n_eff,Rhat4,,,
b14j[24],-0.00711172,0.03618038,-0.093047374,0.053586158,814.938408,1.005690275,,,
b14j[25],-0.006347392,0.036358641,-0.092731046,0.057433529,935.834909,1.002564704,,,
b14j[26],-0.007191806,0.038090225,-0.098984223,0.057009485,711.1688704,1.00735573,,,
b14j[27],-0.011117645,0.035536873,-0.101175644,0.043399259,537.3734188,1.01028526,,,
b14j[28],-0.0068818,0.036335996,-0.093433248,0.054089255,375.5793866,1.011402454,,,
b14j[29],-0.006426795,0.037019589,-0.096239918,0.05974346,296.058306,1.015895141,,,
b14j[3],-0.004485581,0.037613582,-0.09031149,0.065371365,963.9551203,1.002719405,,,
b14j[30],-0.007910904,0.046777999,-0.118625367,0.076666548,877.1220733,1.003568305,,,
b14j[31],-0.005550629,0.038224016,-0.094423675,0.063090211,909.2991661,1.003462059,,,
b14j[32],-0.006514106,0.035537133,-0.093919518,0.055666201,484.3383586,1.010235006,,,
b14j[33],-0.007256662,0.034950455,-0.091484724,0.052943767,809.8086682,1.011202774,,,
b14j[34],-0.011744354,0.034698912,-0.10027047,0.041376284,298.7822305,1.013849326,,,
b14j[35],-0.006440356,0.036206377,-0.092493252,0.056676089,645.2206023,1.009946785,,,
b14j[36],-0.005516646,0.033729425,-0.085161965,0.05517718,899.4312592,1.005142766,,,
b14j[37],-0.002350811,0.035588405,-0.078504631,0.067666618,1066.485055,1.003723832,,,
b14j[38],-0.013184897,0.039680684,-0.117492044,0.045206206,275.3509963,1.0171237,,,
b14j[39],-0.006046498,0.037519044,-0.095865302,0.061596867,703.4994183,1.008628301,,,
b14j[4],-0.004933177,0.035610631,-0.085512859,0.060345818,771.0733689,1.007836417,,,
b14j[40],-0.00777113,0.039447624,-0.108121225,0.060835963,704.5317447,1.009381131,,,
b14j[41],0.001296587,0.033853176,-0.065006509,0.071990972,468.7901162,1.001807631,,,
b14j[42],-0.00523283,0.036018628,-0.090771099,0.059787327,1005.261015,1.00223747,,,
b14j[43],-0.003972582,0.024477643,-0.057812385,0.041953488,533.1869926,1.003039496,,,
b14j[44],-0.004869781,0.034440014,-0.084359566,0.061437891,1023.272647,1.005881259,,,
b14j[45],-0.005821578,0.037043315,-0.097921424,0.056841293,295.0494551,1.018366576,,,
b14j[46],-0.011655875,0.040572682,-0.117553222,0.049090847,254.6729385,1.013019055,,,
b14j[47],7.22E-05,0.016287409,-0.032581927,0.032123876,725.6599899,1.009750505,,,
b14j[48],-0.001933542,0.032174592,-0.07295838,0.063365716,671.6395351,1.007547311,,,
b14j[49],-0.006039022,0.034964357,-0.089258137,0.056420607,684.9243396,1.011534908,,,
b14j[5],-0.005543079,0.03597363,-0.092822582,0.057714953,488.865793,1.014446065,,,
b14j[50],0.002210715,0.030175392,-0.053941719,0.069536627,797.099638,1.007809821,,,
b14j[51],-0.017143076,0.036785092,-0.11395284,0.03313141,223.4596877,1.017716658,,,
b14j[52],-0.006118644,0.038380233,-0.09525092,0.063046846,663.9805053,1.005638873,,,
b14j[53],-0.006673823,0.03735647,-0.09647119,0.057455427,358.8009487,1.012479692,,,
b14j[54],-0.006466809,0.033930575,-0.088982086,0.052747907,586.1457614,1.01211086,,,
b14j[55],-0.005362903,0.036236135,-0.090678865,0.059169159,325.3080891,1.017640428,,,
b14j[56],0.00312141,0.017540325,-0.030574306,0.039840011,948.6356678,1.00410288,,,
b14j[57],-0.005548181,0.028156005,-0.07181922,0.044528562,576.838285,1.009781011,,,
b14j[58],-0.005842305,0.036355922,-0.094145031,0.059195266,295.4574767,1.015498295,,,
b14j[59],-0.00353167,0.034172749,-0.078554524,0.062777348,801.6521133,1.001693942,,,
b14j[6],0.004331464,0.028434639,-0.048627359,0.069076137,871.8057806,1.002328921,,,
b14j[60],-0.005329357,0.035196801,-0.086169426,0.056807694,759.1348018,1.005861674,,,
b14j[61],-0.001426799,0.039462502,-0.089736679,0.076379725,1084.243366,1.005745997,,,
b14j[62],-0.0050183,0.032825772,-0.081229001,0.057251084,375.9145496,1.014447929,,,
b14j[63],-0.00229608,0.036668797,-0.082892769,0.071411204,881.5552476,1.000860395,,,
b14j[64],-0.014316005,0.040198595,-0.123013381,0.040613162,209.6388655,1.016504304,,,
b14j[7],-0.006848334,0.035509342,-0.093713041,0.057133612,685.7584224,1.009784415,,,
b14j[8],-0.003775236,0.035479388,-0.084330748,0.065802983,1209.317137,1.00374459,,,
b14j[9],-0.007620408,0.038186837,-0.097908408,0.054416691,443.9585271,1.009004291,,,
b15j[1],-0.023465165,0.040242659,-0.105699471,0.049299862,1060.180048,1.002305197,,,
b15j[10],0.007147643,0.048467818,-0.099225536,0.095855304,2616.817398,1.001347182,,,
b15j[11],0.01238356,0.032443794,-0.054599535,0.073711728,2150.166472,1.000643653,,,
b15j[12],-0.026735429,0.04969095,-0.136696138,0.056254763,1119.686049,1.006814605,,,
b15j[13],0.01001117,0.054358167,-0.108637177,0.109661036,2609.649755,1.003678932,,,
b15j[14],0.057598891,0.043613664,-0.024926753,0.148262577,2416.63823,1.001913557,,,
b15j[15],0.021041506,0.039700497,-0.060646938,0.098234381,3598.572234,1.00142784,,,
b15j[16],0.037346781,0.04907606,-0.060890149,0.137768651,3520.088741,1.000699104,,,
b15j[17],0.033760736,0.046598926,-0.061227944,0.128259849,4144.322268,1.002334871,,,
b15j[18],0.040579763,0.038006677,-0.035278391,0.116358583,2162.529434,1.006465527,,,
b15j[19],0.056210169,0.030819674,-7.02E-05,0.120804566,2696.117989,1.003117743,,,
b15j[20],0.026214561,0.050717142,-0.080356294,0.126873467,3770.984591,1.00098156,,,
b15j[21],0.05190928,0.047540244,-0.03563044,0.155769062,2486.70832,1.000884806,,,
b15j[22],0.019469349,0.035676654,-0.053556982,0.088306277,2578.351358,1.002342577,,,
b15j[23],0.004320792,0.035818608,-0.071060342,0.070544444,1797.825298,1.001878194,,,
b15j[24],0.031635541,0.049295737,-0.068645696,0.132272944,2853.100148,1.003404425,,,
b15j[25],0.017301261,0.04983441,-0.087941016,0.11347265,2960.331054,1.002853278,,,
b15j[26],0.024418162,0.050794112,-0.081984451,0.125470069,3913.0167,1.000153739,,,
b15j[27],0.013744739,0.039650225,-0.068947394,0.089107972,2914.915671,1.00141022,,,
b15j[28],0.024584921,0.045403597,-0.070897796,0.114449782,4443.667946,1.000952775,,,
b15j[29],0.019619172,0.050623021,-0.089125008,0.118153255,2955.087142,1.001206347,,,
b15j[3],0.020754881,0.050524957,-0.085914142,0.119555917,4157.048347,1.001164053,,,
b15j[30],-0.064884699,0.061545099,-0.193689375,0.042426339,650.8616592,1.009647679,,,
b15j[31],0.025982612,0.050159131,-0.078932806,0.125850549,4603.983899,1.000230018,,,
b15j[32],0.043965446,0.0490194,-0.051584089,0.14590744,3158.043484,1.005897687,,,
b15j[33],0.045416794,0.029164048,-0.010474539,0.105094857,2581.156777,1.003202707,,,
b15j[34],0.018811849,0.02762445,-0.03746346,0.071500536,3292.88889,1.00137172,,,
b15j[35],0.021547831,0.047474198,-0.079471346,0.113252757,3932.01241,1.002256836,,,
b15j[36],0.048688342,0.038420827,-0.025572735,0.127789241,1869.870476,1.002058863,,,
b15j[37],0.030736086,0.048224624,-0.069602901,0.127253119,3308.077195,1.003406942,,,
b15j[38],0.02306093,0.045801625,-0.070383959,0.114213211,2810.715514,1.001621335,,,
b15j[39],0.007787239,0.049148113,-0.099219053,0.098559899,2505.907788,1.002706707,,,
b15j[4],0.018458737,0.041072013,-0.067214883,0.097529731,3204.112588,1.00403815,,,
b15j[40],0.008362437,0.053823731,-0.109659948,0.107811197,2076.830308,1.002632131,,,
b15j[41],0.032965371,0.034421443,-0.03503362,0.102788434,3100.92121,1.001016192,,,
b15j[42],0.027694649,0.051226046,-0.078095382,0.131508348,3047.328664,1.001667448,,,
b15j[44],0.002561107,0.044187385,-0.091544624,0.085379779,2513.572338,1.003887994,,,
b15j[45],0.028484764,0.049595869,-0.074870825,0.127982866,4066.70724,1.002171559,,,
b15j[46],0.035321488,0.047607238,-0.060017932,0.133080871,3546.959624,1.000480947,,,
b15j[47],0.045816903,0.032297027,-0.016228429,0.112058466,2501.8008,1.003832233,,,
b15j[48],0.072311137,0.04106197,-0.001110467,0.159954104,1924.98308,1.004945332,,,
b15j[49],0.026011648,0.050324668,-0.077671513,0.127022502,4207.63805,1.003233494,,,
b15j[5],0.032526316,0.049344764,-0.06625578,0.133179036,3370.577255,1.00119304,,,
b15j[50],0.035405783,0.03483469,-0.033037838,0.107364883,3866.716163,1.002014081,,,
b15j[51],0.003704956,0.01962844,-0.036910313,0.039920239,1591.32041,1.00161295,,,
b15j[52],0.014336107,0.052212713,-0.098758501,0.112465104,3006.932707,1.00100114,,,
b15j[53],0.035757268,0.04068754,-0.044958481,0.119599364,4755.132087,1.001159346,,,
b15j[54],0.030168496,0.039449259,-0.050103317,0.109678436,3779.150917,1.000557952,,,
b15j[55],0.016738403,0.052896578,-0.098871963,0.115390666,2215.869005,1.004227699,,,
b15j[56],0.050746873,0.040562633,-0.025112828,0.137046884,2418.693176,1.001470144,,,
b15j[58],0.027664442,0.050772765,-0.078319466,0.129821469,3981.550318,1.001186443,,,
b15j[59],0.044651677,0.039267993,-0.030509869,0.127108614,3351.048179,1.001691454,,,
b15j[6],0.022088672,0.02403591,-0.024754246,0.070073055,756.4928684,1.009532225,,,
b15j[60],0.022906025,0.048857152,-0.079747912,0.119262865,3092.002147,1.001034336,,,
b15j[61],0.007188337,0.05407832,-0.106949022,0.111316079,3156.317488,1.000874873,,,
b15j[62],0.019763295,0.043135925,-0.070963071,0.103248486,3100.685143,1.001229126,,,
b15j[63],0.043509841,0.050267727,-0.055627183,0.148966524,3697.703131,1.001984114,,,
b15j[64],0.018106316,0.038643629,-0.061764186,0.093584757,3822.922569,1.00108805,,,
b15j[7],0.030765442,0.050379054,-0.07158696,0.133946688,4451.972073,1.002365327,,,
b15j[8],0.018699439,0.043867983,-0.074149978,0.102091606,3338.357071,1.001877629,,,
b15j[9],0.047203152,0.047898355,-0.043102857,0.149300789,3159.929351,1.00140897,,,
b16j[1],-0.002978925,0.031133871,-0.073235289,0.056948287,749.7445071,1.012953529,,,
b16j[10],0.003910853,0.026900835,-0.052181379,0.05927525,767.9934204,1.011723604,,,
b16j[11],0.004431039,0.020933549,-0.038010226,0.046480552,786.3147141,1.009027755,,,
b16j[12],0.020092876,0.031052657,-0.029312923,0.09621306,564.4437256,1.005771758,,,
b16j[13],-0.006002872,0.032846738,-0.081341724,0.053530113,490.1033357,1.016917402,,,
b16j[14],-0.000137988,0.027911292,-0.061016583,0.0548005,859.6645662,1.009426522,,,
b16j[15],0.00366403,0.027329446,-0.052269449,0.061825785,1490.474532,1.002973374,,,
b16j[16],0.00680315,0.028274542,-0.052060457,0.065868636,1481.6544,1.002116104,,,
b16j[17],-0.000742808,0.028007912,-0.064518905,0.05369341,616.0600524,1.012022331,,,
b16j[18],-0.026890968,0.033730383,-0.104712032,0.024531758,334.4556484,1.015927006,,,
b16j[19],0.014706205,0.020259746,-0.021539624,0.058388125,522.2831453,1.005505029,,,
b16j[2],0.008223554,0.021851426,-0.033863275,0.054929883,815.9231602,1.004980761,,,
b16j[20],0.00080014,0.028898835,-0.062521804,0.058961463,1175.460882,1.00954203,,,
b16j[21],0.001755984,0.027883056,-0.058876309,0.058208059,1075.482998,1.005955609,,,
b16j[22],-0.000565463,0.025724932,-0.054473874,0.050744848,1192.07708,1.002912707,,,
b16j[23],-0.001765992,0.0240298,-0.054954694,0.042606088,534.5949406,1.010222777,,,
b16j[24],0.008856233,0.027501444,-0.044226566,0.069526008,926.3824468,1.007207403,,,
b16j[25],0.000156453,0.028163889,-0.059320325,0.057626711,730.0290904,1.006672246,,,
b16j[26],0.006914556,0.028456379,-0.050443564,0.06783816,1162.336498,1.003408827,,,
b16j[27],0.013007942,0.02644067,-0.035111634,0.072696324,1244.371639,1.002573881,,,
b16j[28],0.003999525,0.023205998,-0.044182318,0.050876839,979.972841,1.008331889,,,
b16j[29],-0.000768037,0.029554496,-0.066698817,0.056980699,1037.986384,1.008470653,,,
b16j[3],-0.00017455,0.030033275,-0.064890516,0.05896697,1194.928753,1.010191243,,,
b16j[30],-0.00727234,0.036883304,-0.090963127,0.061513399,863.5414044,1.009988066,,,
b16j[31],0.001732941,0.029206172,-0.061731854,0.059120547,1156.708685,1.008772934,,,
b16j[32],0.007225904,0.027016602,-0.046108427,0.066585001,756.4568256,1.007235968,,,
b16j[33],0.005715514,0.022791367,-0.040360947,0.053229087,1210.317164,1.001356313,,,
b16j[34],0.000834439,0.017510863,-0.035676347,0.034500197,773.7613088,1.009881591,,,
b16j[35],-0.00015489,0.028639685,-0.062283761,0.057620735,581.9822139,1.010167248,,,
b16j[36],0.001355184,0.024102135,-0.05020785,0.048840685,1263.180485,1.003284529,,,
b16j[37],0.002273556,0.028113483,-0.055640807,0.061773216,850.5339506,1.004368605,,,
b16j[38],0.008438119,0.027977615,-0.044443876,0.071414854,931.5578175,1.009057695,,,
b16j[39],-0.007269485,0.030528354,-0.076945855,0.048350439,1044.278576,1.009260579,,,
b16j[4],0.004333204,0.027535471,-0.052405304,0.062618503,1238.761104,1.004923855,,,
b16j[40],-0.004718664,0.031170064,-0.075664122,0.054158772,927.3169629,1.00407889,,,
b16j[41],0.013017382,0.025190554,-0.032301639,0.069289306,736.2896997,1.005067954,,,
b16j[42],0.004701561,0.028565777,-0.054654571,0.065671038,1011.423669,1.003123516,,,
b16j[43],-0.019157953,0.027046637,-0.079992607,0.024286051,351.6573597,1.015255132,,,
b16j[44],-0.00819172,0.030228131,-0.080196071,0.043950768,610.0987996,1.015049295,,,
b16j[45],0.003837559,0.027920387,-0.053627229,0.062686294,1152.342832,1.006134597,,,
b16j[46],0.01078156,0.02831457,-0.045037818,0.071975599,1010.741156,1.006878102,,,
b16j[47],0.00843795,0.019842253,-0.030228522,0.049498121,665.9431522,1.006629373,,,
b16j[48],0.009164896,0.026474852,-0.041127613,0.067029545,728.0088597,1.00421055,,,
b16j[49],0.003019191,0.028360478,-0.057336641,0.061533011,867.5448315,1.008966896,,,
b16j[5],-0.001262743,0.028578165,-0.065081589,0.054057915,815.3943396,1.013171201,,,
b16j[50],-0.007564823,0.02776334,-0.074620401,0.038464997,528.694141,1.009308867,,,
b16j[51],0.012952874,0.021621213,-0.025757073,0.061217716,726.885213,1.006119418,,,
b16j[52],-0.007351634,0.031610782,-0.079998453,0.050501781,586.8803555,1.011463834,,,
b16j[53],0.002575553,0.029320188,-0.057763888,0.062563699,1147.742043,1.001008873,,,
b16j[54],-0.005387008,0.026645909,-0.068546226,0.040986726,405.3820398,1.01929977,,,
b16j[55],-0.003320794,0.025603917,-0.059799711,0.045064501,682.949756,1.008749979,,,
b16j[56],0.00455572,0.02132761,-0.038888031,0.047817523,858.8848901,1.011646144,,,
b16j[57],0.010521146,0.019961388,-0.02635464,0.053927036,491.5378286,1.011259509,,,
b16j[58],0.005918024,0.028238037,-0.052378624,0.065260749,1304.421397,1.002744914,,,
b16j[59],0.00421459,0.027708143,-0.053490548,0.061856671,1156.796712,1.008030067,,,
b16j[6],-0.017631252,0.026542988,-0.078069518,0.025546369,368.4575942,1.016371506,,,
b16j[60],0.006603548,0.026597049,-0.047266599,0.063192566,898.6206614,1.008334496,,,
b16j[61],0.00472868,0.031637181,-0.061772519,0.071969144,1287.478052,1.005245191,,,
b16j[62],0.004307877,0.026596569,-0.052117518,0.05826487,651.7010911,1.008674862,,,
b16j[63],0.003520819,0.028819086,-0.05697304,0.063313886,1044.621626,1.003894679,,,
b16j[64],0.007215518,0.026408228,-0.043307172,0.065534258,949.9125799,1.007490196,,,
b16j[7],0.010680485,0.027680797,-0.039976841,0.073706542,697.7548985,1.007540278,,,
b16j[8],0.008028081,0.028161617,-0.048081124,0.068902418,1186.311606,1.003389043,,,
b16j[9],0.00976006,0.028121599,-0.043255234,0.073345309,655.5040612,1.007686256,,,
b17j[1],0.025230556,0.044312502,-0.041585881,0.131942275,692.8000071,1.009755655,,,
b17j[10],0.001989833,0.035710286,-0.065145236,0.082082577,1558.971858,1.003731303,,,
b17j[11],0.012821917,0.031719887,-0.040316792,0.084715876,659.7959043,1.013772879,,,
b17j[12],-0.000790189,0.034571726,-0.068492128,0.076233171,1191.873993,1.003322199,,,
b17j[13],0.00483116,0.041051783,-0.07304655,0.095819629,1306.710201,1.005409309,,,
b17j[14],0.009899924,0.038633979,-0.055420037,0.100275795,855.6346638,1.009745286,,,
b17j[15],-0.0076285,0.035935677,-0.084699322,0.065598368,2092.823973,1.004008744,,,
b17j[16],-0.012179396,0.038565122,-0.095846014,0.06487029,2255.12663,1.002006196,,,
b17j[17],-0.0126706,0.037293376,-0.096243133,0.06012773,2190.535119,1.000593631,,,
b17j[18],0.001490501,0.035067458,-0.066989387,0.07716752,1061.888882,1.002826924,,,
b17j[19],0.000958933,0.025721518,-0.046673929,0.056869841,920.8363546,1.004864843,,,
b17j[2],-0.017616799,0.032871976,-0.090501783,0.043308601,1462.144369,1.001509735,,,
b17j[20],-0.004517796,0.037297245,-0.081676482,0.074405448,1822.485343,1.0020789,,,
b17j[21],-0.008390486,0.036827494,-0.087258435,0.066340743,2354.570754,1.001403372,,,
b17j[22],-0.000830494,0.036205847,-0.072516242,0.077949101,1503.807106,1.004347289,,,
b17j[23],-0.01136066,0.028172056,-0.070481997,0.044076952,1232.896938,1.005143353,,,
b17j[24],-0.012427262,0.03712306,-0.093480334,0.061433822,2019.722613,1.000987114,,,
b17j[25],0.000715075,0.036982752,-0.070451821,0.082176011,1418.813345,1.002124287,,,
b17j[26],-0.008703879,0.037828957,-0.088827811,0.069443931,2310.14577,1.00132379,,,
b17j[27],-0.016146795,0.030047264,-0.081574565,0.040321798,2018.599839,1.001569648,,,
b17j[28],-0.008446119,0.035531491,-0.083381895,0.063035195,1903.23762,1.002205512,,,
b17j[29],-0.003545424,0.038400838,-0.081224873,0.078812592,2418.545694,1.00170043,,,
b17j[3],-0.004573788,0.037871551,-0.082797232,0.075639507,2022.731027,1.00122819,,,
b17j[30],0.002407692,0.049288716,-0.096162804,0.109817519,970.9590064,1.003484917,,,
b17j[31],-0.004680077,0.038041792,-0.083920305,0.076020891,1389.880336,1.004396988,,,
b17j[32],0.002354067,0.036686985,-0.066406475,0.085161715,1326.139115,1.00297594,,,
b17j[33],-0.022489886,0.03023786,-0.090324982,0.030684019,1639.932352,1.000496731,,,
b17j[34],-0.033458978,0.029291689,-0.097918013,0.014990056,1353.040342,1.005879685,,,
b17j[35],-0.00618004,0.037255974,-0.085770017,0.070879634,2259.500121,1.001806311,,,
b17j[36],-0.003023618,0.034004962,-0.070978864,0.071045532,1239.027658,1.004420116,,,
b17j[37],0.002816232,0.038961682,-0.070313033,0.091515896,1085.037634,1.008134787,,,
b17j[38],-0.01015295,0.035016965,-0.086584293,0.057793285,2231.654843,1.001839533,,,
b17j[39],0.003811929,0.039876591,-0.073199503,0.092343389,1312.624529,1.00289082,,,
b17j[4],-0.001984778,0.036340174,-0.072294901,0.078985618,1977.732505,1.004167831,,,
b17j[40],-0.000675622,0.03962951,-0.079953954,0.086590626,1607.719123,1.002002008,,,
b17j[41],0.000878856,0.033680049,-0.061424644,0.077281834,1256.863892,1.00369467,,,
b17j[42],-0.007784854,0.038045052,-0.087773561,0.071171409,1724.991191,1.001615836,,,
b17j[43],0.007589526,0.025503852,-0.037924881,0.062729607,781.5360336,1.004095802,,,
b17j[44],-0.003492717,0.035120029,-0.074620065,0.072774022,1348.429789,1.00225225,,,
b17j[45],-0.00736852,0.036948711,-0.084428118,0.069836242,2045.268155,1.002588756,,,
b17j[46],-0.01950853,0.036528971,-0.10153636,0.049074892,1769.554417,1.00106983,,,
b17j[47],-0.006756218,0.023271221,-0.052277427,0.040737603,1021.852053,1.005508669,,,
b17j[48],-0.016724837,0.034825779,-0.09614298,0.048576363,1975.579269,1.000900559,,,
b17j[49],-0.005724803,0.03658684,-0.081823274,0.071039302,1962.297196,1.003092288,,,
b17j[5],-0.008726992,0.036635079,-0.086936007,0.066823158,2643.856378,1.00054597,,,
b17j[50],-0.013836409,0.032650613,-0.087655697,0.047877068,1773.619722,1.001637625,,,
b17j[51],-0.012560476,0.027509506,-0.071149017,0.040609282,1512.996704,1.000559608,,,
b17j[52],0.000979088,0.041147726,-0.081257168,0.092555356,1152.655595,1.005072884,,,
b17j[53],-0.004279717,0.037839543,-0.081400946,0.076439336,1240.173093,1.004233133,,,
b17j[54],-0.011522162,0.034577611,-0.086180442,0.058797239,1976.411295,1.001641146,,,
b17j[55],-0.012359031,0.035871228,-0.090482657,0.058954831,2035.674917,1.000956537,,,
b17j[56],-0.007645433,0.030010087,-0.068933487,0.055638025,1195.449339,1.00500472,,,
b17j[57],-0.01616594,0.022564702,-0.064086861,0.026035932,1573.117382,1.001550771,,,
b17j[58],-0.008338854,0.037853461,-0.087999562,0.070002217,1988.422603,1.002111349,,,
b17j[59],-0.008600119,0.035991046,-0.083426026,0.066634443,1255.685168,1.003640796,,,
b17j[6],0.022644606,0.031286088,-0.028383841,0.091761347,315.2136017,1.023085584,,,
b17j[60],-0.004873199,0.036383418,-0.078264026,0.074681559,1003.285743,1.010654103,,,
b17j[61],0.006386131,0.044003271,-0.071319923,0.110704963,1214.69685,1.004973919,,,
b17j[62],-0.012795085,0.036138476,-0.092963637,0.057146227,2061.835163,1.0005471,,,
b17j[63],-0.00715735,0.03898743,-0.089619275,0.074596306,1428.605876,1.000789611,,,
b17j[64],-0.00881981,0.035786649,-0.085612687,0.064700291,2027.871319,1.000433592,,,
b17j[7],-0.000832627,0.038531511,-0.074808653,0.086558377,1648.118259,1.003491842,,,
b17j[8],-0.007382088,0.037026549,-0.083297916,0.070674534,1708.715541,1.004380301,,,
b17j[9],-0.006205765,0.036700506,-0.081072538,0.07212857,1515.894872,1.005556711,,,
b18j[1],-0.038561781,0.12535567,-0.303319666,0.191673741,1639.041335,1.002925655,,,
b18j[10],0.012281645,0.153300766,-0.322631599,0.306362501,2634.367555,1.001905666,,,
b18j[11],0.018150255,0.12707424,-0.244799347,0.270438726,2977.126431,1.002271284,,,
b18j[12],-0.036962724,0.116347676,-0.283662678,0.178665322,1869.325806,1.002576144,,,
b18j[13],0.075317168,0.166857724,-0.247379936,0.436506577,2556.344758,1.001869774,,,
b18j[14],0.141159474,0.152475918,-0.126476453,0.483828705,1409.611741,1.002154527,,,
b18j[15],0.013142977,0.152815447,-0.314485402,0.315852377,3184.103562,1.001228984,,,
b18j[16],0.066191359,0.151809297,-0.2293835,0.393495545,2187.850456,1.000301528,,,
b18j[17],0.06849642,0.149461173,-0.217633846,0.400380808,1855.021762,1.001521954,,,
b18j[18],-0.053468684,0.133683877,-0.344966454,0.179555467,1662.250178,1.004437624,,,
b18j[19],-0.032805323,0.069728089,-0.174413121,0.097007123,1461.430907,1.004074426,,,
b18j[2],0.006216518,0.115787309,-0.23876156,0.223181565,2788.120552,1.00198741,,,
b18j[20],0.037676,0.154709013,-0.286792526,0.351531125,2879.386353,1.002596952,,,
b18j[21],0.049692471,0.14176094,-0.232694938,0.344262818,3172.854366,1.001166876,,,
b18j[23],0.051820943,0.115839794,-0.176674081,0.295889565,1743.686799,1.000889804,,,
b18j[24],0.026317468,0.152944306,-0.301606651,0.32940892,3193.811835,1.001097906,,,
b18j[25],0.03893324,0.144508794,-0.261749487,0.332179298,3227.787364,1.000848416,,,
b18j[26],0.04620164,0.153405701,-0.268865012,0.367749116,3656.786455,1.000768586,,,
b18j[27],0.003022321,0.13231533,-0.277369472,0.261661634,3093.765086,1.000805546,,,
b18j[28],0.029884146,0.145383012,-0.272848665,0.322697831,3933.55635,1.000476754,,,
b18j[29],0.038984029,0.152813708,-0.273556601,0.353391123,3265.448665,1.000669659,,,
b18j[3],0.018404924,0.157044145,-0.325058295,0.3238355,3178.10326,1.002833303,,,
b18j[30],-0.274479526,0.248049663,-0.815547581,0.113044706,589.6861059,1.006139526,,,
b18j[31],0.035529951,0.158990541,-0.291564542,0.360227565,2609.799037,1.001777012,,,
b18j[32],0.117593437,0.150704042,-0.152341176,0.457637184,1684.551387,1.000995669,,,
b18j[33],0.073176057,0.113526219,-0.151850226,0.306031168,2846.773522,1.001099761,,,
b18j[34],0.070650521,0.113110015,-0.143540657,0.310102888,2075.42433,1.001953484,,,
b18j[35],0.080801458,0.139633872,-0.183481824,0.38930332,2115.573498,1.002629128,,,
b18j[36],0.080937641,0.112382702,-0.134528656,0.318635681,2617.684436,1.001660155,,,
b18j[37],0.067347151,0.147920692,-0.22079885,0.384130725,1740.585185,1.001640184,,,
b18j[38],-0.040579637,0.139919122,-0.344921916,0.213188919,2245.870825,1.002487013,,,
b18j[39],-0.015669745,0.154384359,-0.36024512,0.261003254,2321.914607,1.004347616,,,
b18j[4],0.038097309,0.12830207,-0.226887581,0.29568943,3634.553679,1.001786605,,,
b18j[40],0.056453669,0.162126445,-0.273720947,0.400972853,2800.204703,1.001600365,,,
b18j[41],0.077125729,0.091278778,-0.098408646,0.263078914,1557.60569,1.000719321,,,
b18j[42],0.024271828,0.158213015,-0.318841632,0.33376998,3039.83395,1.000927326,,,
b18j[44],-0.109401668,0.15227804,-0.43685393,0.146762755,873.9523273,1.004143062,,,
b18j[45],0.062927371,0.141236666,-0.215355001,0.363706021,2928.518143,1.002238883,,,
b18j[46],0.046993777,0.158704795,-0.275296833,0.380320298,3748.762894,1.000966382,,,
b18j[47],0.051430227,0.062106688,-0.070022222,0.175602603,4273.5673,1.001798822,,,
b18j[48],0.081542535,0.127403963,-0.156623657,0.358226502,1950.698365,1.001273812,,,
b18j[49],0.031473422,0.157344695,-0.291467354,0.354145474,2140.079515,1.001542205,,,
b18j[5],0.010432236,0.152980788,-0.323646183,0.304354073,3153.943314,1.001579215,,,
b18j[50],0.082168756,0.068689886,-0.05160198,0.220784887,2623.614886,1.000987277,,,
b18j[51],0.056286111,0.081429012,-0.10132151,0.222469051,1537.129565,1.003587528,,,
b18j[52],-0.007408534,0.156746539,-0.351996974,0.287711843,3503.905532,1.001126971,,,
b18j[53],0.041153264,0.136151476,-0.235013699,0.320264839,3531.057652,1.000950182,,,
b18j[54],-0.034790869,0.128597188,-0.318887706,0.194526886,2269.764807,1.000890632,,,
b18j[55],0.106228172,0.156788026,-0.180252522,0.455196628,1999.315149,1.000565706,,,
b18j[56],-0.014148794,0.037742674,-0.089070331,0.059141068,1364.649743,1.005397511,,,
b18j[57],-0.003112282,0.061136628,-0.126863457,0.112587676,2406.30018,1.000638763,,,
b18j[58],0.03638285,0.155226058,-0.288749216,0.355406322,2600.054006,1.002729349,,,
b18j[59],0.01709997,0.119372662,-0.230819637,0.251814495,2723.479388,1.001508654,,,
b18j[6],0.080321726,0.075104466,-0.066465459,0.230638273,2831.905781,1.000376939,,,
b18j[60],0.00761804,0.141595608,-0.298681514,0.280230457,2356.145249,1.000368318,,,
b18j[61],-0.093279202,0.182317732,-0.51448647,0.194392044,980.396699,1.002029837,,,
b18j[62],0.033498572,0.144406428,-0.269856458,0.328927999,2780.96631,1.001471468,,,
b18j[63],0.114229223,0.149660576,-0.153737313,0.454056422,1849.582766,1.000927126,,,
b18j[64],0.015657404,0.120800367,-0.239892495,0.242321953,2803.45279,1.000566973,,,
b18j[7],0.036455052,0.154198997,-0.281963842,0.353994955,3063.315085,1.002582509,,,
b18j[8],0.044667397,0.154421078,-0.25704123,0.370334879,2238.614641,1.000660449,,,
b18j[9],0.027879682,0.149084383,-0.281217499,0.327678435,2867.03981,1.000541188,,,
b19j[1],-0.035708503,0.061776717,-0.188599037,0.062397661,769.9476378,1.003335682,,,
b19j[10],-0.009326772,0.05489899,-0.128281284,0.108547743,2095.495513,1.000444401,,,
