,mean,sd,2.50%,97.50%,n_eff,Rhat4,,,
b14j[50],0.01758839,0.05269091,-0.086614386,0.132596047,6232.083575,1.000505954,,,
b14j[24],-0.005672732,0.074858239,-0.181903963,0.132571086,6573.868315,1.001465743,,,
b19j[56],0.037318148,0.049874736,-0.063100462,0.131845342,5428.393081,1.000275493,,,
b16j[61],0.003993742,0.062197678,-0.124466326,0.13184352,5401.946551,1.000651098,,,
b20j[44],-0.050587675,0.077437728,-0.189323122,0.131732519,2324.709836,1.002320855,,,
b15j[41],0.033792538,0.052337273,-0.084183011,0.131691813,3834.276217,1.001045079,,,
b22j[18],-0.004646384,0.057633908,-0.104622476,0.131530785,1996.720041,1.001785495,,,
b23j[52],0.006112172,0.060432005,-0.122483892,0.131431232,4961.062442,1.000655652,,,
b17j[37],-0.015927722,0.071227692,-0.163189731,0.131404798,8562.071969,1.00034004,,,
b23j[12],0.014977867,0.05280372,-0.087834112,0.131201178,4069.040115,1.000690672,,,
b14j[18],-0.008103067,0.075489428,-0.183084145,0.130901065,3598.285838,1.002075976,,,
sigma_sp[12],0.0675266,0.031005073,0.00950911,0.130829436,1249.986412,1.004008582,,,
b20j[13],-0.053303731,0.077039605,-0.19463796,0.130658772,3061.038988,1.000411996,,,
b13j[35],-0.281253358,0.223305108,-0.751038019,0.130653441,9982.713926,1.00037401,,,
b12j[22],-0.031653071,0.085630824,-0.21328535,0.130619506,6571.487039,1.000685876,,,
b11j[57],0.01425895,0.058484546,-0.100466198,0.130564256,11689.94626,1.00019129,,,
b15j[12],0.031562209,0.053585934,-0.090517696,0.130072792,3799.49853,1.000862912,,,
b15j[44],0.030564218,0.053104591,-0.086824669,0.129820439,5272.731137,1.001768592,,,
sigma_sp[16],0.066122546,0.03087888,0.007751472,0.129804041,1275.453875,1.00105249,,,
b21j[46],-0.033963735,0.078495857,-0.195555824,0.129715938,5796.098186,1.000721048,,,
b21j[40],-0.044334798,0.083710517,-0.21662905,0.129679077,5931.920888,1.000541297,,,
b5j[46],0.008931113,0.057263321,-0.109179002,0.129563754,3970.60843,1.001394645,,,
b16j[42],0.009675593,0.056766879,-0.10591631,0.129515019,7020.292993,1.000441218,,,
b15j[47],0.053536554,0.036334831,-0.018683238,0.129439553,5552.28046,1.000780907,,,
b17j[13],-0.030154556,0.082896812,-0.212114126,0.129292697,7051.983358,1.00045072,,,
b12j[33],-0.035441798,0.086707766,-0.219150152,0.129278144,8374.542134,1.000336034,,,
b5j[1],-4.32E-05,0.064797827,-0.140786334,0.12886616,3162.880113,1.001785184,,,
b11j[12],-0.024466572,0.079215896,-0.184624157,0.128837229,10077.12468,1.000184553,,,
b17j[59],-0.007045612,0.066374862,-0.145687956,0.12882175,10007.26042,1.000485076,,,
b23j[29],0.005595902,0.059007696,-0.11892966,0.128686312,5386.935456,1.000601032,,,
b15j[62],0.028249688,0.055528477,-0.100858876,0.128646711,4000.628975,1.001099557,,,
b16j[49],0.009362276,0.056833435,-0.106558791,0.128554733,6712.752459,1.000274457,,,
b16j[29],0.008327814,0.057556356,-0.110437208,0.128505067,6478.655377,1.000850334,,,
b5j[54],0.015649645,0.05122089,-0.083962101,0.12835202,3309.235607,1.00217804,,,
b17j[62],-0.004156729,0.063912898,-0.135204425,0.128299774,10484.3885,1.000116673,,,
b14j[15],-0.008207573,0.075769484,-0.189915023,0.127796753,4380.372227,1.002706271,,,
b19j[44],-0.233140935,0.264551131,-0.825370189,0.127671176,989.0179987,1.002833758,,,
b16j[52],0.005922752,0.059153021,-0.115927252,0.127670491,6838.516434,1.000213769,,,
b14j[8],-0.006125057,0.072622754,-0.177182901,0.127439435,6071.090825,1.001498299,,,
b23j[53],0.005293725,0.058689214,-0.11965726,0.127027435,5065.317964,1.000400027,,,
b16j[36],0.019265821,0.049636411,-0.076454606,0.126954525,5384.738132,1.000358177,,,
b14j[9],-0.010908179,0.077615114,-0.198201955,0.126635373,5047.55468,1.001508913,,,
b14j[17],-0.009204363,0.075612606,-0.191697769,0.126438993,5554.446411,1.001199574,,,
b18j[43],0.020443453,0.052461883,-0.085632458,0.126435626,4285.660497,1.000657117,,,
b23j[46],0.004127845,0.060028269,-0.125507149,0.126235877,3682.140996,1.000893532,,,
b23j[35],0.003965415,0.060201212,-0.126707106,0.126231368,5094.579675,1.000389601,,,
b16j[20],0.008917215,0.055781702,-0.105327323,0.126187975,7487.174062,1.000694535,,,
b16j[19],0.03855079,0.039900849,-0.029549537,0.126057352,2724.517241,1.000198354,,,
b16j[40],0.001133171,0.062591716,-0.131637295,0.126039227,6943.760117,1.000503328,,,
b16j[45],0.009414562,0.055331837,-0.102399958,0.125873562,7017.346846,1.000492556,,,
b16j[56],0.021563005,0.047581728,-0.066123473,0.125695398,4069.78101,1.000657923,,,
b20j[52],-0.052723898,0.074945581,-0.189404287,0.125643657,3145.885819,1.000663166,,,
b22j[61],-0.014633725,0.060909614,-0.128414892,0.125489809,3077.168225,1.001393016,,,
b14j[48],-0.008323513,0.070998503,-0.172572549,0.124903628,5915.356547,1.002097491,,,
b5j[63],0.006912043,0.057548042,-0.114347851,0.12488434,3282.015387,1.001135809,,,
b12j[19],0.019143433,0.051000018,-0.07682853,0.124577751,8870.25344,1.000358856,,,
b16j[25],0.007312808,0.056924435,-0.110304232,0.124409079,6070.931569,1.000591712,,,
b23j[20],0.004960468,0.059033825,-0.120751843,0.124374548,5500.76009,1.000771716,,,
b16j[58],0.008136534,0.056088438,-0.108397931,0.124244422,6326.363793,1.000328972,,,
b23j[58],0.004480159,0.058907793,-0.121446023,0.124151558,4554.533823,1.000623682,,,
b23j[39],0.004445105,0.0592434,-0.12180643,0.1241032,4186.081081,1.000372594,,,
b23j[26],0.00413267,0.059294922,-0.122465444,0.123968581,4233.966217,1.000998135,,,
b21j[26],-0.037932381,0.078407499,-0.199199896,0.123831425,5846.58276,1.000493807,,,
b16j[43],0.042285081,0.038737829,-0.026967207,0.1237524,2761.903227,1.000827692,,,
b14j[38],-0.011542565,0.07829237,-0.202963134,0.123559491,4209.580524,1.001321417,,,
b16j[17],0.012336369,0.052590009,-0.093258832,0.123481209,6282.283191,1.000329631,,,
b23j[62],0.00538888,0.057543261,-0.117073236,0.123411691,4451.312911,1.000588051,,,
b16j[31],0.007542717,0.056444361,-0.109613501,0.123380519,7130.584759,1.000319443,,,
b5j[16],0.005872334,0.056927871,-0.113840437,0.123141946,3323.891104,1.001724175,,,
b23j[63],0.003455288,0.0598322,-0.124047584,0.123138046,4530.769167,1.000482219,,,
b23j[3],0.00429701,0.0601763,-0.122189622,0.12299581,3969.117573,1.00095805,,,
b16j[59],0.008208479,0.055148002,-0.104003595,0.12287147,6108.083232,1.000927975,,,
b5j[14],0.0069922,0.055458805,-0.109643509,0.122844534,3365.085501,1.002071873,,,
b21j[63],-0.038649306,0.078941813,-0.202592894,0.122732617,6402.229631,1.000616722,,,
b23j[31],0.004594493,0.059106279,-0.121218065,0.12264944,4532.987282,1.000733842,,,
b23j[45],0.00329257,0.059303801,-0.125258375,0.122613578,4520.969028,1.000914877,,,
b23j[49],0.004239282,0.05841795,-0.120371528,0.122607324,4663.422722,1.000399449,,,
b16j[3],0.005839327,0.057506923,-0.114299494,0.122589535,7007.47419,1.000218628,,,
b5j[58],0.005435693,0.057390062,-0.116057089,0.122563831,3218.302355,1.002637002,,,
b17j[24],-0.014143764,0.068684042,-0.160718896,0.122323616,8452.606692,1.000428206,,,
b14j[32],-0.012444592,0.077381245,-0.201197894,0.122082684,4088.100767,1.001269901,,,
b5j[51],0.010646029,0.051458082,-0.091622924,0.121951269,3358.410327,1.002569156,,,
b23j[5],0.005274449,0.057614118,-0.117115031,0.121890866,4384.20208,1.000466243,,,
b16j[62],0.007843934,0.054142328,-0.101966271,0.121880657,5929.235058,1.000409791,,,
b23j[60],0.006341117,0.05600396,-0.111440915,0.121856121,4474.253399,1.000526792,,,
b21j[60],-0.035095652,0.074538456,-0.186252199,0.121810998,6243.266121,1.000610495,,,
b22j[37],-0.011769453,0.057591874,-0.114143412,0.121706676,2326.678765,1.001453731,,,
b11j[2],-0.049030247,0.088864427,-0.232532336,0.121335858,8082.224798,1.000090986,,,
b23j[15],0.003959769,0.058463602,-0.121664815,0.121061706,4809.031358,1.000871387,,,
b11j[43],0.030417147,0.045801282,-0.058752368,0.121054341,8995.645879,1.000321697,,,
b11j[33],-0.055247187,0.096586138,-0.261780551,0.120959035,6748.765345,1.000780927,,,
b21j[27],-0.026539611,0.06918698,-0.162614303,0.120948353,6573.688774,1.000729707,,,
b22j[32],-0.011874501,0.056538606,-0.111656802,0.120933993,2417.091489,1.001291341,,,
b14j[10],-0.005167621,0.068846052,-0.168178236,0.120927238,5666.090293,1.002124397,,,
b16j[26],0.005026395,0.056407121,-0.112533859,0.120846713,6501.78079,1.000283561,,,
b5j[26],0.004718501,0.057540632,-0.119595861,0.120837532,3747.013985,1.001552654,,,
b5j[8],0.006248196,0.056126433,-0.11346954,0.120818685,3528.288802,1.002445261,,,
b15j[43],0.05165613,0.034048444,-0.016678368,0.120626871,5235.508819,1.00077243,,,
b23j[10],0.008228561,0.054267246,-0.105280742,0.120504701,4258.214217,1.000350687,,,
b21j[28],-0.038664669,0.075756558,-0.191397552,0.120495794,5858.233551,1.000712262,,,
b5j[24],0.005115211,0.056493148,-0.115533381,0.120275406,3467.013415,1.001195428,,,
b16j[5],0.005486548,0.056058865,-0.111469782,0.120239918,6753.757648,1.000638716,,,
b16j[35],0.003443821,0.05808816,-0.119599438,0.120227639,7660.214367,1.000488075,,,
b23j[25],0.003343093,0.058914609,-0.123672069,0.120098327,4046.47807,1.001085992,,,
b16j[46],0.004390587,0.056933793,-0.113470407,0.120034898,6501.554298,1.000540336,,,
b17j[27],0.002247479,0.056748229,-0.110064193,0.119878744,7630.560926,1.000424538,,,
b5j[30],-0.012669037,0.076046039,-0.194564818,0.119823669,2831.346404,1.001222398,,,
b23j[11],0.020682817,0.044214821,-0.059502475,0.119776269,3635.433741,1.000640389,,,
b23j[30],-0.005106299,0.070152728,-0.169311414,0.119617665,2510.211037,1.000758811,,,
b5j[33],0.010099733,0.052469028,-0.097314438,0.119540219,3067.452737,1.002063444,,,
b15j[23],0.036473338,0.043516012,-0.05911106,0.11949124,5037.968109,1.0007515,,,
b23j[7],0.002487742,0.059413607,-0.127876928,0.11942352,4960.231871,1.000604883,,,
b23j[59],0.005687963,0.055744282,-0.113580062,0.119315181,3793.002303,1.000568155,,,
b16j[60],0.007955144,0.054116052,-0.102223875,0.119191358,4866.435174,1.000263481,,,
b12j[27],-0.060653559,0.098340547,-0.279558985,0.119067056,6890.692595,1.000285323,,,
b21j[58],-0.04101512,0.077972923,-0.203879348,0.119042251,6466.272775,1.00048925,,,
b23j[28],0.003300495,0.05823729,-0.121182648,0.118941782,4949.693545,1.000558409,,,
b11j[36],-0.033921434,0.080281125,-0.198536212,0.118936013,10047.9426,1.000919712,,,
b14j[62],-0.006356783,0.068474414,-0.16739402,0.118658411,6053.078077,1.001129777,,,
b16j[16],0.005041739,0.055506417,-0.110526811,0.118573351,6091.378396,1.000355462,,,
b14j[28],-0.010757797,0.074228411,-0.19234691,0.118558632,3795.165567,1.001185881,,,
b16j[4],0.007220001,0.054136258,-0.105516438,0.118503198,6493.047553,1.000493437,,,
b18j[19],0.003676965,0.060162672,-0.128347514,0.117791648,5125.536154,1.000130436,,,
b16j[28],0.004010375,0.055291571,-0.110736333,0.117305599,6323.853363,1.001156093,,,
b21j[14],-0.028255608,0.06870664,-0.163776091,0.117146587,6121.495493,1.000774194,,,
b20j[41],-0.045138048,0.067336136,-0.159143495,0.116994737,2854.499548,1.000817221,,,
b10j[22],-0.003308756,0.073318877,-0.166643514,0.11682965,2799.542843,1.001967872,,,
b21j[62],-0.040263338,0.075706823,-0.198117943,0.116723857,6827.178362,1.000845654,,,
b17j[6],0.012482657,0.050713849,-0.085406937,0.116657205,4062.360239,1.001025571,,,
b23j[37],0.00277137,0.05805389,-0.12246322,0.116625545,4738.547257,1.000265722,,,
b22j[22],-0.012160922,0.056116427,-0.111529879,0.116424415,1888.04528,1.001955156,,,
sigma_sp[18],0.042967991,0.03088798,0.002379109,0.116373709,1084.616417,1.003594364,,,
b21j[8],-0.041026639,0.076585574,-0.199703035,0.116355569,6428.560268,1.00077066,,,
b23j[42],0.002631728,0.057260288,-0.123914252,0.116314645,4758.146853,1.000665878,,,
b5j[55],0.003861293,0.056474542,-0.118233711,0.116262879,3498.746797,1.002283161,,,
b5j[32],0.004012092,0.05688824,-0.118989578,0.116249691,3633.223211,1.001862218,,,
b15j[56],0.027677389,0.049609047,-0.085116628,0.115735445,2911.708321,1.001882558,,,
b17j[55],-0.026813657,0.073952417,-0.188957833,0.115638885,6636.346747,1.001128811,,,
b23j[32],0.005634943,0.053619028,-0.107392054,0.115490881,4941.98725,1.000109852,,,
b22j[7],-0.013263296,0.056517159,-0.114927621,0.115471501,2409.173043,1.001783675,,,
b5j[61],-0.001917365,0.061253191,-0.139524263,0.115306707,3489.365003,1.00171794,,,
b5j[49],0.002198477,0.057213651,-0.122841812,0.114868025,3681.709567,1.002314417,,,
b21j[45],-0.042332921,0.076408641,-0.201936056,0.114571167,6491.977824,1.000772679,,,
b5j[53],0.003657311,0.055943138,-0.117301559,0.114563478,3192.402257,1.001175098,,,
b21j[20],-0.043904771,0.076864128,-0.206348262,0.114225579,6811.862939,1.001034654,,,
b22j[39],-0.014314232,0.056601186,-0.117981582,0.114222127,2192.167139,1.001756216,,,
b16j[24],0.001390825,0.055968507,-0.117642732,0.11413375,7355.490594,1.000487717,,,
b21j[31],-0.044720645,0.077853059,-0.207550603,0.113958997,7522.710584,1.000633602,,,
b5j[10],0.004305043,0.055170036,-0.114051224,0.113899246,3061.66431,1.002687024,,,
b5j[45],0.003159269,0.056677916,-0.120726159,0.113828333,3254.428859,1.001400436,,,
b16j[10],0.00355684,0.053437623,-0.108188029,0.113445199,7274.595174,1.000456036,,,
b23j[54],0.006874037,0.051689677,-0.100942383,0.113400624,4406.220717,1.000485387,,,
b9j[14],-0.130894746,0.132613174,-0.407685225,0.113273759,7437.536372,1.000107659,,,
b5j[5],0.001937207,0.057224773,-0.124056476,0.113255073,3732.26196,1.001653492,,,
b21j[42],-0.043892142,0.076580685,-0.204452518,0.113081312,7097.571075,1.000660398,,,
b5j[7],0.001174089,0.057607099,-0.127122836,0.113025883,3462.717807,1.001139403,,,
b23j[13],-0.004213179,0.063697179,-0.151448328,0.112974856,4000.858543,1.000790088,,,
b17j[17],-0.019086639,0.0663213,-0.160212172,0.112969397,9969.102294,1.000428523,,,
b5j[42],0.002024566,0.057284465,-0.125290734,0.112956504,3432.13921,1.002003681,,,
b12j[61],-0.101618074,0.125189578,-0.38947637,0.112677727,3770.706105,1.000553573,,,
b5j[21],0.002301115,0.05670571,-0.122031555,0.112655336,3693.182348,1.001062172,,,
b5j[59],0.003611296,0.055257323,-0.115657667,0.112636726,3661.304588,1.001620493,,,
b21j[29],-0.047526992,0.079128276,-0.214371769,0.112384874,5958.146011,1.001926467,,,
b5j[31],0.001829517,0.057759369,-0.124646507,0.112313807,3430.288389,1.001338251,,,
b13j[47],0.033971201,0.039805311,-0.043971751,0.112281014,10909.3871,1.000319955,,,
b23j[41],0.00447185,0.053713431,-0.111172705,0.112277102,3795.323509,1.000798248,,,
b23j[21],0.001601464,0.056878841,-0.124360013,0.112030192,4306.911684,1.000345141,,,
b23j[9],0.001119736,0.057311243,-0.124852885,0.111976729,4851.620138,1.000375821,,,
b5j[25],-0.000255187,0.058565681,-0.130318284,0.111928387,3184.237279,1.001983541,,,
b17j[36],-0.006972038,0.057156557,-0.121351887,0.111887831,6824.135456,1.000291254,,,
b21j[33],-0.016857879,0.059648745,-0.129005511,0.111708485,5491.112632,1.00117835,,,
b21j[15],-0.044576073,0.076567122,-0.204814782,0.111334581,6347.973404,1.000431011,,,
b5j[35],-0.00196442,0.059490396,-0.13705334,0.111225004,3170.824934,1.001247678,,,
b23j[8],0.002643457,0.054975159,-0.117290359,0.111168948,4237.339954,1.001004637,,,
b23j[4],0.001901573,0.056494368,-0.124236184,0.111096546,4565.606024,1.000828161,,,
b5j[20],0.000992542,0.057097092,-0.124135419,0.111065314,3703.167986,1.001876803,,,
b5j[9],0.001525577,0.056286723,-0.122012022,0.110827924,3785.433244,1.001384218,,,
b5j[15],0.002473675,0.055221256,-0.119909864,0.110750118,3457.35872,1.002313166,,,
b23j[34],0.009551183,0.04811027,-0.088451855,0.110714451,3960.041419,1.001372131,,,
b21j[49],-0.045486447,0.076706235,-0.207015894,0.11063551,6993.05005,1.000603883,,,
b15j[64],0.016957532,0.056570616,-0.116594271,0.110441974,2559.119955,1.002313116,,,
b5j[17],0.002403756,0.05579544,-0.118529848,0.110435614,3712.214935,1.000779563,,,
b5j[2],0.002229057,0.055352841,-0.118029969,0.110270635,3819.936494,1.001487234,,,
b21j[10],-0.044036334,0.074297976,-0.196984687,0.10999748,6202.258509,1.000444827,,,
b23j[56],0.013537763,0.044446091,-0.072554176,0.109951963,3451.958348,1.001175983,,,
b21j[50],-0.028061875,0.064443182,-0.153622884,0.109882422,5601.018522,1.000455435,,,
b17j[56],0.007416026,0.049177273,-0.087636414,0.10964867,4654.391524,1.001061959,,,
b21j[5],-0.045596535,0.077638921,-0.20986546,0.109602685,5237.617817,1.001014636,,,
b21j[17],-0.0449696,0.075646053,-0.203147136,0.109552114,6953.195568,1.000667321,,,
b23j[27],0.005675845,0.050728041,-0.101833218,0.109536851,4241.793351,1.001016166,,,
b14j[27],-0.007698378,0.065803455,-0.163270596,0.109441214,5015.141804,1.001272033,,,
b21j[16],-0.046962446,0.078433067,-0.214384224,0.109375432,6557.222125,1.000479268,,,
b21j[24],-0.045467862,0.076658839,-0.208856034,0.108991177,6205.525305,1.000358554,,,
b5j[38],-9.63E-05,0.056967373,-0.125095446,0.108990957,3086.547954,1.001839214,,,
b23j[57],0.018760489,0.040975511,-0.056420718,0.108869524,3705.889573,1.001667327,,,
b23j[16],0.000428298,0.056439324,-0.12585969,0.108852229,4028.782261,1.00044299,,,
b22j[40],-0.020265877,0.060318858,-0.141618963,0.108667097,3151.615978,1.001304122,,,
b6j[44],-0.000861095,0.049045138,-0.091311496,0.108332015,1617.278143,1.003515444,,,
sigma_sp[2],0.041104045,0.028722437,0.002372633,0.108280285,1022.374185,1.003028799,,,
b21j[53],-0.045022143,0.075774542,-0.205863635,0.108231904,7383.445824,1.000890719,,,
b5j[29],-0.00221409,0.059434306,-0.137085925,0.108175429,2984.411931,1.002268061,,,
b6j[61],-0.001383173,0.049912876,-0.09409935,0.108042596,1685.441412,1.003357003,,,
b16j[8],0.003103064,0.051989276,-0.106887316,0.107906778,5728.136063,1.000371034,,,
b14j[56],0.050015748,0.028451367,-0.002040299,0.107769686,2667.318308,1.001956585,,,
b5j[3],-0.001326768,0.057952513,-0.1326508,0.107723955,2869.253761,1.002023275,,,
b23j[36],0.007198133,0.049048325,-0.09552943,0.10771399,4441.117121,1.000342755,,,
b14j[43],0.023018285,0.038887984,-0.049987374,0.107674891,4211.580409,1.000575068,,,
b10j[19],0.006040902,0.059844895,-0.12372309,0.10757617,2880.819209,1.001167048,,,
sigma_sp[17],0.039261222,0.028859221,0.00220708,0.10756261,841.0617027,1.004421771,,,
b5j[28],-0.000392611,0.056409783,-0.126086885,0.107531942,3802.034088,1.001983369,,,
b16j[11],0.013237463,0.044765516,-0.074726675,0.107479858,5669.729155,1.000431368,,,
b5j[60],0.003654848,0.052595012,-0.109768404,0.107469273,3363.090492,1.002288929,,,
b5j[37],-0.001882696,0.058421531,-0.134018467,0.107464255,3150.686104,1.001069014,,,
b9j[36],-0.092914218,0.106546389,-0.312418594,0.107350149,11858.37033,1.000299526,,,
b5j[44],-0.005381023,0.062560593,-0.151874003,0.107296902,3157.561528,1.002202005,,,
b14j[6],-0.011190582,0.064605064,-0.158346826,0.107268136,4937.137987,1.001648254,,,
b5j[12],0.014601291,0.043593089,-0.070461856,0.107088084,3721.59526,1.002203166,,,
b21j[3],-0.050215546,0.078149711,-0.214686156,0.106958252,6583.728466,1.001016658,,,
sigma_sp[10],0.049594902,0.027403743,0.003848714,0.106918385,831.2088547,1.002912788,,,
b5j[36],0.002969641,0.052916885,-0.111524324,0.106852696,3017.478427,1.002281719,,,
b21j[35],-0.050605485,0.078750421,-0.217487849,0.10674906,6594.531484,1.000587172,,,
b15j[18],0.00853925,0.059080845,-0.127096315,0.106413967,2610.897675,1.001309002,,,
b15j[50],0.023590246,0.04843176,-0.08872376,0.106219301,3271.898779,1.000967572,,,
b14j[36],-0.015664132,0.072787724,-0.194002388,0.10605658,4131.422213,1.001586393,,,
b17j[23],0.005436192,0.047989714,-0.086396602,0.105956794,4635.314735,1.00045468,,,
b14j[12],0.003836329,0.051244568,-0.106423805,0.105868327,9521.302742,1.000731125,,,
b5j[11],0.010568765,0.045470548,-0.081542482,0.105748106,3348.474529,1.001165832,,,
b20j[55],-0.054467408,0.069865939,-0.18399995,0.105230351,3984.591939,1.000857359,,,
b20j[39],-0.056822693,0.072966122,-0.194784576,0.104892819,4558.722651,1.00070555,,,
b21j[32],-0.046330799,0.073946512,-0.200378939,0.10481735,7203.390075,1.000729254,,,
b5j[64],-0.000621116,0.055383224,-0.122509141,0.104813816,3265.853274,1.00114458,,,
b16j[64],0.001068488,0.051221367,-0.10586971,0.104797619,6388.329882,1.000680971,,,
b20j[24],-0.055374679,0.069699039,-0.186918849,0.104459311,4003.843671,1.001809042,,,
b22j[35],-0.020916056,0.057663012,-0.133172051,0.104326952,2815.988098,1.001165654,,,
b12j[38],-0.073284287,0.10305415,-0.30704081,0.103919554,4686.915832,1.000045227,,,
b21j[21],-0.039774111,0.068982655,-0.181147553,0.103904081,6536.288979,1.000750052,,,
b5j[62],0.000365614,0.054179602,-0.12151366,0.103836916,3298.529464,1.000780541,,,
b16j[54],0.006957276,0.046904485,-0.087837302,0.103557789,6445.432457,1.000480533,,,
b5j[40],-0.01009283,0.065341207,-0.16386283,0.103533357,2727.528861,1.001271737,,,
b16j[22],0.000818571,0.050900937,-0.106236132,0.103489069,5968.823466,1.000784197,,,
b21j[9],-0.047320702,0.07509202,-0.206834391,0.103296547,6995.887947,1.000931082,,,
b6j[28],3.84E-05,0.047191172,-0.085334654,0.103229233,1592.60387,1.003348291,,,
b17j[54],-0.017545346,0.061383124,-0.148377862,0.10322559,7607.767786,1.000549701,,,
b6j[13],-0.005522141,0.049587139,-0.098281336,0.103177324,1691.920677,1.003682069,,,
b21j[38],-0.047180684,0.075118316,-0.206845865,0.102970412,6624.014486,1.000519179,,,
b16j[1],-0.015799822,0.06314389,-0.15436893,0.102812641,4944.842685,1.000518032,,,
b5j[4],-0.000797052,0.055049587,-0.124664371,0.102598285,3202.371641,1.001599342,,,
b21j[11],-0.030753296,0.062825581,-0.153757496,0.102375697,5325.843048,1.000740308,,,
b11j[47],0.001522359,0.051461162,-0.10088162,0.102314906,13240.08205,1.000203947,,,
b16j[55],0.000186697,0.051832218,-0.111009977,0.102147418,6676.693783,1.000493329,,,
b21j[37],-0.053696973,0.078524833,-0.222200158,0.102057706,5771.912678,1.00102732,,,
b18j[56],0.022232536,0.039786171,-0.054812966,0.101920225,4091.660244,1.000693388,,,
b5j[13],-0.009502216,0.06427987,-0.159944003,0.101708137,2885.900436,1.001670748,,,
b21j[59],-0.045829302,0.07312647,-0.200088544,0.101599918,6781.229073,1.000721629,,,
b5j[39],-0.006179834,0.060145278,-0.146292333,0.101575231,2988.905814,1.001052668,,,
b22j[52],-0.023011333,0.05824647,-0.141651457,0.101511958,3175.031586,1.00051785,,,
b14j[34],-0.016047385,0.06971149,-0.184954002,0.101263466,3733.507892,1.001986855,,,
b6j[54],0.004274413,0.043851652,-0.074084304,0.101194667,1416.115393,1.004019537,,,
b5j[6],-0.002462282,0.055281814,-0.12723624,0.101120741,2851.282939,1.001389488,,,
b5j[52],-0.009596317,0.063546342,-0.161416741,0.101078133,2992.641283,1.001428112,,,
b21j[64],-0.038311405,0.066042814,-0.169141342,0.100868838,4768.062012,1.00106464,,,
b20j[3],-0.058434636,0.070603153,-0.199418251,0.100503685,3435.08893,1.000518028,,,
b21j[13],-0.063475602,0.084759684,-0.251422137,0.100500906,5512.277764,1.000764493,,,
b22j[29],-0.022173152,0.057567361,-0.136047437,0.100281197,2405.287081,1.000722419,,,
b17j[51],0.010394505,0.042268821,-0.067980597,0.100260903,2710.739243,1.000479357,,,
b21j[56],-0.024787538,0.058172586,-0.135958009,0.100016194,4381.529907,1.001014679,,,
b16j[50],0.001728665,0.04929847,-0.102355013,0.09973424,6572.919478,1.000401722,,,
b21j[44],-0.062393968,0.083378388,-0.242982568,0.099599608,5286.547699,1.000573328,,,
b23j[55],-0.00673562,0.061665325,-0.151368578,0.099553103,2837.335864,1.001012698,,,
b22j[36],-0.017568644,0.051746368,-0.11433503,0.099448879,2517.27254,1.001074778,,,
b21j[25],-0.053369959,0.077023942,-0.218015134,0.099169062,6224.647094,1.000474843,,,
b22j[8],-0.021902243,0.055841229,-0.13105198,0.099126386,2782.719213,1.001539343,,,
b22j[9],-0.02023646,0.054513007,-0.125884864,0.098960771,2594.062816,1.000638423,,,
b20j[7],-0.059194433,0.072864796,-0.202568635,0.098565309,3927.692801,1.000616457,,,
b21j[52],-0.061328287,0.082362228,-0.237723465,0.09855096,5642.914156,1.000828288,,,
b16j[57],0.027976381,0.034121148,-0.035090758,0.09851966,4577.23906,1.000304149,,,
b20j[29],-0.05898016,0.072440958,-0.199415658,0.098506505,3363.85758,1.001306116,,,
b20j[64],-0.054534753,0.066673137,-0.179442977,0.097753612,3282.390477,1.000671747,,,
b23j[19],0.010866832,0.041412069,-0.071182739,0.097739881,4103.025642,1.000402551,,,
b9j[47],-0.029860471,0.065154131,-0.158774808,0.09751597,15451.59923,1.000062828,,,
sigma_sp[11],0.048434784,0.022853973,0.006973661,0.097323909,1279.885172,1.001123568,,,
b22j[21],-0.02053529,0.05406824,-0.12518835,0.097287549,2771.857274,1.001295384,,,
b6j[38],-0.002634621,0.04606825,-0.08810723,0.09719772,1586.442127,1.003810488,,,
b21j[61],-0.065405939,0.086006926,-0.257867852,0.096943592,4700.301683,1.000632443,,,
b20j[4],-0.057893312,0.0692005,-0.192261744,0.096837027,3592.104574,1.001729527,,,
b12j[64],-0.065008459,0.08913338,-0.259245505,0.096768125,6393.899607,1.000154101,,,
b20j[10],-0.056349213,0.067434054,-0.18466541,0.096694174,3557.59507,1.001133589,,,
b17j[44],-0.038915756,0.076375562,-0.213473502,0.09659925,5121.11033,1.001000797,,,
b22j[26],-0.024277096,0.056884591,-0.139572916,0.096462475,2850.364125,1.000867812,,,
b16j[44],-0.013402869,0.059113342,-0.1452316,0.096351265,6025.930888,1.000872363,,,
b5j[34],0.002648858,0.048846547,-0.103981059,0.096258454,3165.643356,1.001887664,,,
b20j[40],-0.064910274,0.077034498,-0.226168217,0.09622898,3929.966383,1.00135472,,,
b20j[25],-0.059283159,0.070057974,-0.200110021,0.096168127,4714.566863,1.000843315,,,
b6j[12],0.001122633,0.044453439,-0.081056666,0.096156539,1569.248925,1.004224216,,,
b20j[37],-0.058146027,0.068801339,-0.191064121,0.096100779,4077.506705,1.000437523,,,
b20j[59],-0.056695155,0.067716774,-0.184943633,0.096082109,3483.889474,1.001691464,,,
b16j[12],-0.001928213,0.049033285,-0.105854655,0.095949291,5432.880762,1.000439778,,,
b18j[47],-0.009068237,0.059655644,-0.144721055,0.095543635,2659.413092,1.00087472,,,
b5j[27],-0.002581577,0.053569716,-0.125170389,0.095439421,2910.68897,1.001340874,,,
b20j[15],-0.059105233,0.07082896,-0.197198389,0.094942277,3914.346857,1.001540161,,,
